,iModulon,Gene
3949,UC-8,b0754
3950,UC-8,b0755
3951,UC-8,b0791
3952,UC-8,b0845
3953,UC-8,b0855
3954,UC-8,b0856
3955,UC-8,b0857
3956,UC-8,b0858
3957,UC-8,b0875
3958,UC-8,b0901
3959,UC-8,b0906
3960,UC-8,b0907
3961,UC-8,b0925
3962,UC-8,b0927
3963,UC-8,b0929
3964,UC-8,b0950
3965,UC-8,b0964
3966,UC-8,b0966
3967,UC-8,b0990
3968,UC-8,b1047
3969,UC-8,b1059
3970,UC-8,b1060
3971,UC-8,b1062
3972,UC-8,b1100
3973,UC-8,b1155
3974,UC-8,b1182
3975,UC-8,b1188
3976,UC-8,b1194
3977,UC-8,b1196
3978,UC-8,b1202
3979,UC-8,b1205
3980,UC-8,b1235
3981,UC-8,b1285
3982,UC-8,b1415
3983,UC-8,b1445
3984,UC-8,b1450
3985,UC-8,b1469
3986,UC-8,b1489
3987,UC-8,b1490
3988,UC-8,b1512
3989,UC-8,b1573
3990,UC-8,b1586
3991,UC-8,b1598
3992,UC-8,b1604
3993,UC-8,b1614
3994,UC-8,b1634
3995,UC-8,b1636
3996,UC-8,b1637
3997,UC-8,b1646
3998,UC-8,b1648
3999,UC-8,b1658
4000,UC-8,b1685
4001,UC-8,b1693
4002,UC-8,b1714
4003,UC-8,b1724
4004,UC-8,b1739
4005,UC-8,b1741
4006,UC-8,b1744
4007,UC-8,b1766
4008,UC-8,b1784
4009,UC-8,b1785
4010,UC-8,b1795
4011,UC-8,b1798
4012,UC-8,b1800
4013,UC-8,b1805
4014,UC-8,b1810
4015,UC-8,b1815
4016,UC-8,b1837
4017,UC-8,b1838
4018,UC-8,b1856
4019,UC-8,b1955
4020,UC-8,b1957
4021,UC-8,b2002
4022,UC-8,b2080
4023,UC-8,b2097
4024,UC-8,b2106
4025,UC-8,b2114
4026,UC-8,b2137
4027,UC-8,b2147
4028,UC-8,b2152
4029,UC-8,b2175
4030,UC-8,b2232
4031,UC-8,b2266
4032,UC-8,b2344
4033,UC-8,b2347
4034,UC-8,b2392
4035,UC-8,b2408
4036,UC-8,b2427
4037,UC-8,b2436
4038,UC-8,b2466
4039,UC-8,b2507
4040,UC-8,b2508
4041,UC-8,b2551
4042,UC-8,b2602
4043,UC-8,b2672
4044,UC-8,b2696
4045,UC-8,b2817
4046,UC-8,b2877
4047,UC-8,b2935
4048,UC-8,b2960
4049,UC-8,b3012
4050,UC-8,b3070
4051,UC-8,b3071
4052,UC-8,b3074
4053,UC-8,b3097
4054,UC-8,b3098
4055,UC-8,b3100
4056,UC-8,b3101
4057,UC-8,b3102
4058,UC-8,b3103
4059,UC-8,b3165
4060,UC-8,b3214
4061,UC-8,b3215
4062,UC-8,b3234
4063,UC-8,b3239
4064,UC-8,b3291
4065,UC-8,b3346
4066,UC-8,b3360
4067,UC-8,b3361
4068,UC-8,b3362
4069,UC-8,b3399
4070,UC-8,b3408
4071,UC-8,b3423
4072,UC-8,b3448
4073,UC-8,b3449
4074,UC-8,b3450
4075,UC-8,b3451
4076,UC-8,b3452
4077,UC-8,b3453
4078,UC-8,b3460
4079,UC-8,b3474
4080,UC-8,b3494
4081,UC-8,b3518
4082,UC-8,b3555
4083,UC-8,b3597
4084,UC-8,b3598
4085,UC-8,b3636
4086,UC-8,b3670
4087,UC-8,b3710
4088,UC-8,b3711
4089,UC-8,b3713
4090,UC-8,b3732
4091,UC-8,b3733
4092,UC-8,b3734
4093,UC-8,b3735
4094,UC-8,b3736
4095,UC-8,b3782
4096,UC-8,b3812
4097,UC-8,b3823
4098,UC-8,b3866
4099,UC-8,b3889
4100,UC-8,b3925
4101,UC-8,b3936
4102,UC-8,b3943
4103,UC-8,b3946
4104,UC-8,b3956
4105,UC-8,b3958
4106,UC-8,b4045
4107,UC-8,b4054
4108,UC-8,b4148
4109,UC-8,b4149
4110,UC-8,b4155
4111,UC-8,b4199
4112,UC-8,b4214
4113,UC-8,b4215
4114,UC-8,b4216
4115,UC-8,b4217
4116,UC-8,b4227
4117,UC-8,b4230
4118,UC-8,b4231
4119,UC-8,b4234
4120,UC-8,b4237
4121,UC-8,b4238
4122,UC-8,b4248
4123,UC-8,b4263
4124,UC-8,b4280
4125,UC-8,b4373
4126,UC-8,b4374
4127,UC-8,b4401
4128,UC-8,b4485
4129,UC-8,b4502
4130,UC-8,b4506
4131,UC-8,b4523
4132,UC-8,b4553
4133,UC-8,b4554
4134,UC-8,b4595
4135,UC-8,b4709
